game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
103,sb3,random,J0,30,21,21,30,15,14,1
104,sb3,random,J0,30,26,26,30,16,14,2
105,sb3,random,J0,30,29,29,30,18,13,5
106,sb3,random,J0,30,16,16,30,13,10,3
107,sb3,random,J1,19,30,30,19,13,8,5
108,sb3,random,J0,30,22,22,30,13,8,5
109,sb3,random,J1,28,30,30,28,18,15,3
110,sb3,random,J1,20,30,30,20,12,8,4
111,sb3,random,J0,30,23,23,30,15,12,3
112,sb3,random,J0,30,24,24,30,17,13,4
113,sb3,random,J0,30,29,29,30,14,11,3
114,sb3,random,J0,30,16,16,30,13,10,3
115,sb3,random,J0,30,26,26,30,16,12,4
116,sb3,random,J1,12,30,30,12,10,4,6
117,sb3,random,J0,30,21,21,30,14,12,2
118,sb3,random,J0,30,4,4,30,7,7,0
119,sb3,random,J1,14,30,30,14,12,7,5
120,sb3,random,J1,19,30,30,19,15,10,5
121,sb3,random,J1,28,30,30,28,17,13,4
122,sb3,random,J1,14,30,30,14,9,6,3
123,sb3,random,J0,30,0,0,30,0,0,0
124,sb3,random,J0,30,15,15,30,14,13,1
125,sb3,random,J0,30,17,17,30,17,15,2
126,sb3,random,J0,30,22,22,30,13,8,5
127,sb3,random,J0,30,27,27,30,15,14,1
128,sb3,random,J1,17,30,30,17,12,7,5
129,sb3,random,J0,30,10,10,30,10,10,0
130,sb3,random,J0,30,23,23,30,13,10,3
131,sb3,random,J1,24,30,30,24,13,9,4
132,sb3,random,J1,21,30,30,21,15,11,4
133,sb3,random,J1,23,30,30,23,14,10,4
134,sb3,random,J1,21,30,30,21,13,10,3
135,sb3,random,J1,13,30,30,13,10,6,4
136,sb3,random,J1,18,30,30,18,16,13,3
137,sb3,random,J0,30,29,29,30,18,15,3
138,sb3,random,J1,28,30,30,28,16,12,4
139,sb3,random,J0,30,21,21,30,13,11,2
140,sb3,random,J1,19,30,30,19,10,7,3
141,sb3,random,J1,29,30,30,29,18,13,5
142,sb3,random,J0,30,22,22,30,14,12,2
143,sb3,random,J1,22,30,30,22,17,13,4
144,sb3,random,J1,18,30,30,18,14,12,2
145,sb3,random,J0,30,29,29,30,15,12,3
146,sb3,random,J1,25,30,30,25,17,11,6
147,sb3,random,J1,26,30,30,26,15,12,3
148,sb3,random,J0,30,26,26,30,17,13,4
149,sb3,random,J0,30,27,27,30,19,15,4
150,sb3,random,J1,16,30,30,16,9,5,4
151,sb3,random,J0,30,27,27,30,17,11,6
152,sb3,random,J1,23,30,30,23,15,11,4
153,sb3,random,J0,30,14,14,30,12,9,3
154,sb3,random,J0,30,25,25,30,14,9,5
155,sb3,random,J1,23,30,30,23,17,9,8
156,sb3,random,J1,23,30,30,23,15,12,3
157,sb3,random,J1,28,30,30,28,15,11,4
158,sb3,random,J1,15,30,30,15,10,6,4
159,sb3,random,J0,30,14,14,30,11,10,1
160,sb3,random,J1,18,30,30,18,14,12,2
161,sb3,random,J1,25,30,30,25,15,12,3
162,sb3,random,J0,30,28,28,30,11,9,2
163,sb3,random,J1,22,30,30,22,13,11,2
164,sb3,random,J0,30,14,14,30,10,9,1
165,sb3,random,J0,30,29,29,30,17,12,5
166,sb3,random,J1,28,30,30,28,18,14,4
167,sb3,random,J0,30,14,14,30,13,11,2
168,sb3,random,J0,30,27,27,30,16,8,8
169,sb3,random,J0,30,23,23,30,15,11,4
170,sb3,random,J0,30,26,26,30,17,10,7
171,sb3,random,J0,30,14,14,30,11,9,2
172,sb3,random,J0,30,23,23,30,15,13,2
173,sb3,random,J0,30,17,17,30,11,8,3
174,sb3,random,J0,30,28,28,30,18,13,5
175,sb3,random,J0,30,22,22,30,16,13,3
176,sb3,random,J1,15,30,30,15,15,12,3
177,sb3,random,J1,19,30,30,19,14,10,4
178,sb3,random,J1,3,30,30,3,2,1,1
179,sb3,random,J1,26,30,30,26,14,12,2
180,sb3,random,J1,20,30,30,20,9,7,2
181,sb3,random,J1,19,30,30,19,14,8,6
182,sb3,random,J0,30,18,18,30,14,11,3
183,sb3,random,J1,19,30,30,19,14,10,4
184,sb3,random,J1,28,30,30,28,20,16,4
185,sb3,random,J1,24,30,30,24,15,12,3
186,sb3,random,J1,21,30,30,21,12,8,4
187,sb3,random,J0,30,10,10,30,9,9,0
188,sb3,random,J0,30,6,6,30,10,10,0
189,sb3,random,J1,16,30,30,16,15,10,5
190,sb3,random,J0,30,20,20,30,11,10,1
191,sb3,random,J1,19,30,30,19,14,9,5
192,sb3,random,J0,30,29,29,30,19,16,3
193,sb3,random,J1,15,30,30,15,12,8,4
194,sb3,random,J0,30,27,27,30,17,11,6
195,sb3,random,J0,30,17,17,30,14,12,2
196,sb3,random,J1,12,30,30,12,12,9,3
197,sb3,random,J1,25,30,30,25,16,10,6
198,sb3,random,J1,26,30,30,26,15,8,7
199,sb3,random,J1,7,30,30,7,10,6,4
200,sb3,random,J0,30,18,18,30,15,13,2
201,sb3,random,J1,27,30,30,27,15,12,3
202,sb3,random,J1,14,30,30,14,13,8,5
